turns_in_diag	first_utt_idx_in_diag	human_response	prompt	corpus	sample_index
107	87	B:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.	A:Do you find it difficult picking up, uh, guns that, that are not registered?\nB:No.\nA:No.. I don't either.. I can, I can buy some, uh, today if I wanted to.. Just  you know, put up the money.\nB:Yeah.. Yeah.. Well, you can look in the, uh, the,. we got a thing down here called A SHOPPER.\nA:Uh-huh.\nB:It's a, a it's a, it's a bargain thing.. Uh, you go and you know, always see guns in there. Five to seven guns a day.\nA:Yeah.\nB:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.	switchboard	712
107	88	A:To sell the refrigerator?	B:No.\nA:No.. I don't either.. I can, I can buy some, uh, today if I wanted to.. Just  you know, put up the money.\nB:Yeah.. Yeah.. Well, you can look in the, uh, the,. we got a thing down here called A SHOPPER.\nA:Uh-huh.\nB:It's a, a it's a, it's a bargain thing.. Uh, you go and you know, always see guns in there. Five to seven guns a day.\nA:Yeah.\nB:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.	switchboard	713
107	89	B:Yeah.	A:No.. I don't either.. I can, I can buy some, uh, today if I wanted to.. Just  you know, put up the money.\nB:Yeah.. Yeah.. Well, you can look in the, uh, the,. we got a thing down here called A SHOPPER.\nA:Uh-huh.\nB:It's a, a it's a, it's a bargain thing.. Uh, you go and you know, always see guns in there. Five to seven guns a day.\nA:Yeah.\nB:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?	switchboard	714
107	90	A:Yeah.	B:Yeah.. Yeah.. Well, you can look in the, uh, the,. we got a thing down here called A SHOPPER.\nA:Uh-huh.\nB:It's a, a it's a, it's a bargain thing.. Uh, you go and you know, always see guns in there. Five to seven guns a day.\nA:Yeah.\nB:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?\nB:Yeah.	switchboard	715
107	91	B:You know. And I'm sure it'd be even less for somebody with a good gun.	A:Uh-huh.\nB:It's a, a it's a, it's a bargain thing.. Uh, you go and you know, always see guns in there. Five to seven guns a day.\nA:Yeah.\nB:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?\nB:Yeah.\nA:Yeah.	switchboard	716
107	92	A:Huh. And I think the Federal government is, uh, is really far away from, uh, uh, control.. I, I don't believe in, uh,. I'm I shouldn't probably say control.. I mean regulation.. Control is something that I wouldn't want the Federal government to have.. Uh, but I would like to see them have a monitoring capability so that they know who has what weapons.	B:It's a, a it's a, it's a bargain thing.. Uh, you go and you know, always see guns in there. Five to seven guns a day.\nA:Yeah.\nB:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?\nB:Yeah.\nA:Yeah.\nB:You know. And I'm sure it'd be even less for somebody with a good gun.	switchboard	717
107	93	B:Yeah.. Well, I agree with you there.. They do have too much control over us already.	A:Yeah.\nB:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?\nB:Yeah.\nA:Yeah.\nB:You know. And I'm sure it'd be even less for somebody with a good gun.\nA:Huh. And I think the Federal government is, uh, is really far away from, uh, uh, control.. I, I don't believe in, uh,. I'm I shouldn't probably say control.. I mean regulation.. Control is something that I wouldn't want the Federal government to have.. Uh, but I would like to see them have a monitoring capability so that they know who has what weapons.	switchboard	718
107	94	A:Yeah.	B:It comes out every Tuesday.\nA:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?\nB:Yeah.\nA:Yeah.\nB:You know. And I'm sure it'd be even less for somebody with a good gun.\nA:Huh. And I think the Federal government is, uh, is really far away from, uh, uh, control.. I, I don't believe in, uh,. I'm I shouldn't probably say control.. I mean regulation.. Control is something that I wouldn't want the Federal government to have.. Uh, but I would like to see them have a monitoring capability so that they know who has what weapons.\nB:Yeah.. Well, I agree with you there.. They do have too much control over us already.	switchboard	719
107	95	B:Uh, we could look at our paychecks and see how much control they have.	A:And there's, there's no waiting period on that.\nB:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?\nB:Yeah.\nA:Yeah.\nB:You know. And I'm sure it'd be even less for somebody with a good gun.\nA:Huh. And I think the Federal government is, uh, is really far away from, uh, uh, control.. I, I don't believe in, uh,. I'm I shouldn't probably say control.. I mean regulation.. Control is something that I wouldn't want the Federal government to have.. Uh, but I would like to see them have a monitoring capability so that they know who has what weapons.\nB:Yeah.. Well, I agree with you there.. They do have too much control over us already.\nA:Yeah.	switchboard	720
107	96	A:Unfortunately, we, uh, we vote for the, the people who spend the money,. so I can't complain too much.	B:No.. None whatsoever. You call,. we sold a refrigerator through it. and it took us all of twelve hours.\nA:To sell the refrigerator?\nB:Yeah.\nA:Yeah.\nB:You know. And I'm sure it'd be even less for somebody with a good gun.\nA:Huh. And I think the Federal government is, uh, is really far away from, uh, uh, control.. I, I don't believe in, uh,. I'm I shouldn't probably say control.. I mean regulation.. Control is something that I wouldn't want the Federal government to have.. Uh, but I would like to see them have a monitoring capability so that they know who has what weapons.\nB:Yeah.. Well, I agree with you there.. They do have too much control over us already.\nA:Yeah.\nB:Uh, we could look at our paychecks and see how much control they have.	switchboard	721
107	97	B:Yeah,. I guess so.. I don't know.. They're	A:To sell the refrigerator?\nB:Yeah.\nA:Yeah.\nB:You know. And I'm sure it'd be even less for somebody with a good gun.\nA:Huh. And I think the Federal government is, uh, is really far away from, uh, uh, control.. I, I don't believe in, uh,. I'm I shouldn't probably say control.. I mean regulation.. Control is something that I wouldn't want the Federal government to have.. Uh, but I would like to see them have a monitoring capability so that they know who has what weapons.\nB:Yeah.. Well, I agree with you there.. They do have too much control over us already.\nA:Yeah.\nB:Uh, we could look at our paychecks and see how much control they have.\nA:Unfortunately, we, uh, we vote for the, the people who spend the money,. so I can't complain too much.	switchboard	722
161	0	B:Yeah.	A:Well, I haven't heard anything about the proposal myself,. but, uh, Uh, I don't know if its their proposal or one that's being seriously kicked around.\nB:No,. I haven't either.\nA:I've, I've always felt for a long time that I, I think that all young kids ought to do a stint, uh, primarily in the military.\nB:Yeah.\nA:Uh.\nB:Most countries require that now,. they you know, they have, uh, it mandatory for, for the, the uh at least the young men,\nA:Yeah,. yeah.. Uh-huh.\nB:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.	switchboard	723
161	1	A:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.	B:No,. I haven't either.\nA:I've, I've always felt for a long time that I, I think that all young kids ought to do a stint, uh, primarily in the military.\nB:Yeah.\nA:Uh.\nB:Most countries require that now,. they you know, they have, uh, it mandatory for, for the, the uh at least the young men,\nA:Yeah,. yeah.. Uh-huh.\nB:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.	switchboard	724
161	2	B:Uh-huh.. Is that right?	A:I've, I've always felt for a long time that I, I think that all young kids ought to do a stint, uh, primarily in the military.\nB:Yeah.\nA:Uh.\nB:Most countries require that now,. they you know, they have, uh, it mandatory for, for the, the uh at least the young men,\nA:Yeah,. yeah.. Uh-huh.\nB:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.	switchboard	725
161	3	A:Yeah,. uh, did a lot of growing up.	B:Yeah.\nA:Uh.\nB:Most countries require that now,. they you know, they have, uh, it mandatory for, for the, the uh at least the young men,\nA:Yeah,. yeah.. Uh-huh.\nB:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?	switchboard	726
161	4	B:I bet.. You have to.	A:Uh.\nB:Most countries require that now,. they you know, they have, uh, it mandatory for, for the, the uh at least the young men,\nA:Yeah,. yeah.. Uh-huh.\nB:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.	switchboard	727
161	5	A:Yeah.	B:Most countries require that now,. they you know, they have, uh, it mandatory for, for the, the uh at least the young men,\nA:Yeah,. yeah.. Uh-huh.\nB:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.	switchboard	728
161	6	B:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.	A:Yeah,. yeah.. Uh-huh.\nB:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.\nA:Yeah.	switchboard	729
161	7	A:Yeah.	B:I don't know about the young women,. I don't know if they have to serve in the military,  too.\nA:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.\nA:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.	switchboard	730
161	8	B:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,	A:Yeah,. a lot,. yeah,. well, you take Israel. I mean, everybody does.\nB:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.\nA:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.	switchboard	731
161	9	A:Do it himself.	B:Yeah.\nA:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.\nA:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,	switchboard	732
161	10	B:and he did.. And he was very successful.	A:I don't think it's a bad idea,. teaches, teaches a lot.. I mean, I went in the service when I was eighteen, And, uh, stayed in for ten years.\nB:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.\nA:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.	switchboard	733
161	11	A:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.	B:Uh-huh.. Is that right?\nA:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.\nA:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.\nB:and he did.. And he was very successful.	switchboard	734
161	12	B:Yeah.	A:Yeah,. uh, did a lot of growing up.\nB:I bet.. You have to.\nA:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.\nB:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.	switchboard	735
161	13	A:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.	B:I bet.. You have to.\nA:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.\nB:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.	switchboard	736
161	14	B:Yeah.	A:Yeah.\nB:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.\nB:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.	switchboard	737
161	15	A:Course my job was such that I didn't, I couldn't do it as much as I wanted	B:Yeah,. my father had been in the military.. I didn't do it myself.. My father had. and that's, uh, how he put himself through school basically.\nA:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.\nB:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.	switchboard	738
161	16	B:Uh-huh.	A:Yeah.\nB:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.\nB:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted	switchboard	739
161	17	A:and still I ended up going two semesters when I got out just to get my degree.	B:He came from a poor immigrant family,. and he didn't have a chance to, uh, you know,. the family wasn't wealthy,. so he had to do something to,  put himself through school,\nA:Do it himself.\nB:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.	switchboard	740
161	18	B:That's pretty good.	A:Do it himself.\nB:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.	switchboard	741
161	19	A:But, I've been in school ever since	B:and he did.. And he was very successful.\nA:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.	switchboard	742
161	20	B:That's good.	A:Well, my parents wanted to send me to college,. and I was dead set against it. You know, I had wanderlust, you know.\nB:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.\nA:But, I've been in school ever since	switchboard	743
161	21	A:Yeah,. I guess.	B:Yeah.\nA:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.\nA:But, I've been in school ever since\nB:That's good.	switchboard	744
161	22	B:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,	A:And I got in,. and after, after wasting the first six years, partying and everything else, I decided, uh-huh, time to settle down and do something.. So I started to work on my education.\nB:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.\nA:But, I've been in school ever since\nB:That's good.\nA:Yeah,. I guess.	switchboard	745
161	23	A:Yeah,. I mean if you don't like,	B:Yeah.\nA:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.\nA:But, I've been in school ever since\nB:That's good.\nA:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,	switchboard	746
161	24	B:I mean, working in the national parks, Uh, working, clean up the roadsides	A:Course my job was such that I didn't, I couldn't do it as much as I wanted\nB:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.\nA:But, I've been in school ever since\nB:That's good.\nA:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,	switchboard	747
161	25	A:Sure.. Exactly.	B:Uh-huh.\nA:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.\nA:But, I've been in school ever since\nB:That's good.\nA:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides	switchboard	748
161	26	B:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,	A:and still I ended up going two semesters when I got out just to get my degree.\nB:That's pretty good.\nA:But, I've been in school ever since\nB:That's good.\nA:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.	switchboard	749
161	27	A:Oh yeah, Absolutely.	B:That's pretty good.\nA:But, I've been in school ever since\nB:That's good.\nA:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,	switchboard	750
161	28	B:I mean,	A:But, I've been in school ever since\nB:That's good.\nA:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.	switchboard	751
161	29	A:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.	B:That's good.\nA:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.\nB:I mean,	switchboard	752
161	30	B:Yeah.. Yeah,. we'd learn service to other people   in this country.	A:Yeah,. I guess.\nB:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.\nB:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.	switchboard	753
161	31	A:Sure ,. sure.. So I'm,. get something out of that money.	B:Yeah,. that's, uh,. I don't know.. There's other kinds of service to the country that could be done, you know,\nA:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.\nB:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.	switchboard	754
161	32	B:Country would benefit,	A:Yeah,. I mean if you don't like,\nB:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.\nB:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.	switchboard	755
161	33	A:Yeah. I've,	B:I mean, working in the national parks, Uh, working, clean up the roadsides\nA:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.\nB:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,	switchboard	756
161	34	B:I mean, uh,	A:Sure.. Exactly.\nB:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.\nB:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,\nA:Yeah. I've,	switchboard	757
161	35	A:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,	B:I mean, I've always felt that people on welfare should be required to spend at least part of their time, *why no slash? not all the time because that takes away from their opportunity to look for a job, but at least some of their time to look for, to go out and clean up the roads. You know,\nA:Oh yeah, Absolutely.\nB:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,\nA:Yeah. I've,\nB:I mean, uh,	switchboard	758
161	36	B:That right.	A:Oh yeah, Absolutely.\nB:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,\nA:Yeah. I've,\nB:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,	switchboard	759
161	37	A:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this	B:I mean,\nA:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,\nA:Yeah. I've,\nB:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.	switchboard	760
